측정일시,측정소명,이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥)
20230101,강남구,0.024,0.024,0.6,0.004,52,36
20230101,강동구,0.027,0.017,0.7,0.003,56,43
20230101,강북구,,0.026,0.7,0.004,51,34
20230101,강서구,0.021,0.025,0.6,0.004,62,38
20230101,관악구,0.025,0.02,0.6,0.003,54,35
20230101,광진구,0.0175,0.0176,0.79,0.0026,48,36
20230101,구로구,0.019,0.021,0.4,0.003,53,35
20230101,금천구,0.023,0.024,0.6,0.004,47,38
20230101,노원구,0.031,0.022,0.7,0.004,51,39
20230101,도봉구,0.02,0.029,0.7,0.003,43,32
20230101,동대문구,0.023,0.024,0.7,0.004,52,37
20230101,동작구,0.022,0.025,0.6,0.004,56,41
20230101,마포구,0.023,0.02,0.6,0.003,49,40
20230101,서대문구,0.024,0.022,0.7,0.005,53,37
20230101,서초구,0.018,0.024,0.5,0.003,52,37
20230101,성동구,0.027,0.022,0.6,0.003,53,33
20230101,성북구,0.03,0.021,0.8,0.004,45,34
20230101,송파구,0.03,0.018,0.7,0.003,51,35
20230101,양천구,0.023,0.02,0.6,0.003,53,39
20230101,영등포구,0.023,0.023,0.6,0.004,51,34
20230101,용산구,0.019,0.024,0.6,0.004,50,37
20230101,은평구,0.021,0.023,0.8,0.004,55,37
20230101,종로구,0.0215,0.0251,0.67,0.0038,53,42
20230101,중구,0.023,0.026,0.6,0.004,54,46
20230101,중랑구,0.03,0.021,0.7,0.003,52,39
20230101,강남대로,0.025,0.02,0.6,0.004,54,38
20230101,강변북로,0.031,0.017,0.9,0.003,51,37
20230101,공항대로,0.018,0.024,0.6,0.003,53,36
20230101,도산대로,0.024,0.019,1,0.004,54,38
20230101,동작대로,0.026,0.023,0.7,0.004,58,37
20230101,시흥대로,0.027,0.02,0.6,0.004,47,29
20230101,신촌로,0.03,0.016,0.7,0.005,62,43
20230101,영등포로,0.025,0.02,0.6,0.004,53,38
20230101,정릉로,0.033,0.016,0.8,0.004,53,40
20230101,종로,0.024,0.022,0.8,0.004,52,33
20230101,천호대로,0.037,0.015,0.9,0.004,54,37
20230101,청계천로,0.023,0.024,0.7,0.004,53,36
20230101,한강대로,0.027,0.023,0.7,0.005,58,35
20230101,홍릉로,0.027,0.017,0.7,0.004,48,39
20230101,화랑로,0.034,0.016,0.7,0.003,47,33
20230101,관악산,0.012,0.035,0.4,0.005,45,29
20230101,남산,0.018,0.025,0.8,0.004,51,37
20230101,북한산,0.009,0.032,0.4,0.003,46,33
20230101,세곡,0.024,0.021,0.7,0.004,48,32
20230101,항동,0.012,0.026,0.8,0.004,46,31
20230101,행주,0.015,0.024,0.8,0.004,62,43
20230101,마포아트센터,0.023,0.026,0.7,0.004,,36
20230101,서울숲,0.023,0.023,0.4,0.004,51,32
20230101,올림픽공원,0.025,0.027,0.9,0.003,46,35
20230101,자연사박물관,0.022,0.026,0.8,0.004,50,35
20230102,강남구,0.0206,0.0212,0.43,0.0034,24,11
20230102,강동구,0.0194,0.0173,0.38,0.0028,26,13
20230102,강북구,0.008,0.0207,0.49,0.0022,22,11
20230102,강서구,0.0176,0.022,0.44,0.0034,32,11
20230102,관악구,0.0209,0.0183,0.45,0.0031,26,11
20230102,광진구,0.0108,0.0182,0.51,0.002,21,11
20230102,구로구,0.0163,0.0186,0.28,0.0032,25,8
20230102,금천구,0.0243,0.0188,0.49,0.0035,23,14
20230102,노원구,0.0212,0.0223,0.45,0.0033,25,14
20230102,도봉구,0.013,0.0287,0.38,0.0028,21,10
20230102,동대문구,0.0169,0.0235,0.45,0.0035,24,12
20230102,동작구,0.0214,0.0187,0.41,0.003,27,14
20230102,마포구,0.0175,0.0193,0.47,0.0026,21,10
20230102,서대문구,0.0178,0.0205,0.35,0.0038,23,9
20230102,서초구,0.0186,0.0199,0.29,0.0032,23,8
20230102,성동구,0.0239,0.0186,0.42,0.0032,25,11
20230102,성북구,0.0223,0.02,0.51,0.0036,20,10
20230102,송파구,0.0256,0.0169,0.51,0.003,27,13
20230102,양천구,0.0188,0.0177,0.44,0.0027,26,12
20230102,영등포구,0.0188,0.0188,0.43,0.0031,22,9
20230102,용산구,0.0166,0.021,0.49,0.0033,25,14
20230102,은평구,0.016,0.0216,0.62,0.0038,23,7
20230102,종로구,0.0179,0.0224,0.44,0.0033,25,14
20230102,중구,0.019,0.0265,0.43,0.0031,23,14
20230102,중랑구,0.0232,0.0195,0.42,0.0029,23,13
20230102,강남대로,0.0273,0.0144,0.58,0.0036,30,11
20230102,강변북로,0.03,0.0144,0.74,0.0031,28,14
20230102,공항대로,0.0239,0.0154,0.42,0.0026,28,12
20230102,도산대로,0.0245,0.017,0.78,0.004,26,10
20230102,동작대로,0.0283,0.0158,0.51,0.0028,30,14
20230102,시흥대로,0.024,0.0165,0.41,0.0032,22,8
20230102,신촌로,0.0298,0.0129,0.55,0.0049,34,15
20230102,영등포로,0.0256,0.0156,0.5,0.0033,26,14
20230102,정릉로,0.0298,0.013,0.55,0.003,29,13
20230102,종로,0.0175,0.021,0.48,0.0041,25,10
20230102,천호대로,0.0309,0.0144,0.52,0.0035,30,12
20230102,청계천로,0.0176,0.0212,0.44,0.0031,25,12
20230102,한강대로,0.0235,0.0202,0.55,0.0043,28,7
20230102,홍릉로,0.0228,0.0155,0.47,0.0035,24,14
20230102,화랑로,0.0333,0.0151,0.49,0.003,27,12
20230102,관악산,0.0126,0.0263,0.3,0.0044,24,10
20230102,남산,0.015,0.0228,0.65,0.004,21,10
20230102,북한산,0.0053,0.0296,0.24,0.0031,18,9
20230102,세곡,0.0279,0.014,0.66,0.0038,29,12
20230102,항동,0.0115,0.0224,0.58,0.004,20,5
20230102,행주,0.0078,0.0256,0.28,0.004,22,9
20230102,마포아트센터,0.0194,0.0228,0.44,0.004,28,9
20230102,서울숲,0.0186,0.0194,0.13,0.004,24,7
20230102,올림픽공원,0.0201,0.0252,0.68,0.0031,20,11
20230102,자연사박물관,0.0158,0.0245,0.33,0.004,21,7
20230103,강남구,0.0303,0.0162,0.51,0.0034,29,15
20230103,강동구,0.028,0.0117,0.49,0.0028,34,21
20230103,강북구,0.0228,0.0184,0.61,0.0026,32,17
20230103,강서구,0.0302,0.0149,0.55,0.0038,37,16
20230103,관악구,0.0339,0.0133,0.6,0.0032,30,15
20230103,광진구,0.0203,0.0116,0.69,0.0022,32,19
20230103,구로구,0.0283,0.0113,0.39,0.0033,30,13
20230103,금천구,0.0292,0.0146,0.51,0.0034,25,17
20230103,노원구,0.0349,0.0156,0.62,0.0037,35,22
20230103,도봉구,0.0259,0.0194,0.54,0.0025,26,15
20230103,동대문구,0.0296,0.0164,0.59,0.0038,30,17
20230103,동작구,0.0332,0.0109,0.51,0.0027,28,17
20230103,마포구,0.0297,0.011,0.55,0.003,28,19
20230103,서대문구,0.0307,0.0135,0.77,0.0065,29,15
20230103,서초구,0.0329,0.0114,0.38,0.0032,27,12
20230103,성동구,0.0324,0.0135,0.49,0.0032,29,13
20230103,성북구,0.034,0.0135,0.69,0.0039,28,17
20230103,송파구,0.0352,0.0121,0.6,0.0029,31,18
20230103,양천구,0.0283,0.0129,0.53,0.0027,30,17
20230103,영등포구,0.0301,0.0137,0.52,0.0032,28,15
20230103,용산구,0.0262,0.0149,0.55,0.0034,28,17
20230103,은평구,0.0243,0.015,0.7,0.0035,26,11
20230103,종로구,0.0283,0.0158,0.59,0.0033,27,19
20230103,중구,0.0309,0.0181,0.54,0.0032,28,20
20230103,중랑구,0.0295,0.0157,0.52,0.0027,32,20
20230103,강남대로,0.0381,0.0086,0.78,0.0038,33,16
20230103,강변북로,0.0396,0.0103,0.83,0.0031,33,19
20230103,공항대로,0.0363,0.0097,0.59,0.0029,36,19
20230103,도산대로,0.0348,0.0134,0.73,0.0039,31,15
20230103,동작대로,0.0385,0.0109,0.64,0.003,35,18
20230103,시흥대로,0.041,0.0104,0.58,0.0037,28,12
20230103,신촌로,0.0411,0.0071,0.71,0.0043,36,20
20230103,영등포로,0.0344,0.0122,0.58,0.0036,30,18
20230103,정릉로,0.039,0.0088,0.65,0.0032,35,20
20230103,종로,0.0307,0.014,0.61,0.0036,30,14
20230103,천호대로,0.0413,0.0085,0.67,0.0035,36,20
20230103,청계천로,0.0294,0.0124,0.59,0.0032,32,17
20230103,한강대로,0.0335,0.0145,0.65,0.0037,32,12
20230103,홍릉로,0.0325,0.0107,0.56,0.0036,31,21
20230103,화랑로,0.042,0.009,0.63,0.0028,34,19
20230103,관악산,0.0114,0.0319,0.25,0.0044,22,11
20230103,남산,0.0239,0.0176,0.77,0.0041,24,14
20230103,북한산,0.007,0.0293,0.27,0.0032,21,11
20230103,세곡,0.0351,0.0102,0.88,0.0044,31,16
20230103,항동,0.0173,0.0155,0.68,0.0036,23,9
20230103,행주,0.0244,0.0169,0.35,0.0039,28,15
20230103,마포아트센터,0.0306,0.016,0.43,0.0039,28,13
20230103,서울숲,0.029,0.0144,0.28,0.0039,30,13
20230103,올림픽공원,0.0307,0.0182,0.79,0.0031,27,18
20230103,자연사박물관,0.0277,0.0172,0.24,0.004,24,12
20230104,강남구,0.0412,0.0111,0.61,0.0036,35,22
20230104,강동구,0.0349,0.0089,0.55,0.0028,37,26
20230104,강북구,0.0297,0.0165,0.69,0.0029,33,20
20230104,강서구,0.0464,0.0095,0.8,0.0046,48,26
20230104,관악구,0.0497,0.0068,0.73,0.0036,36,21
20230104,광진구,0.0238,0.0092,0.76,0.0021,34,22
20230104,구로구,0.0398,0.0081,0.51,0.0037,38,23
20230104,금천구,0.0373,0.0112,0.54,0.0037,29,21
20230104,노원구,0.0497,0.0097,0.75,0.0041,35,25
20230104,도봉구,0.0333,0.0176,0.62,0.0026,28,20
20230104,동대문구,0.039,0.013,0.67,0.0039,34,22
20230104,동작구,0.0458,0.0077,0.61,0.0034,36,24
20230104,마포구,0.0454,0.0087,0.73,0.0046,32,27
20230104,서대문구,0.04,0.0121,0.96,0.0074,34,21
20230104,서초구,0.0456,0.0075,0.53,0.0034,39,22
20230104,성동구,0.0417,0.0093,0.62,0.0036,36,17
20230104,성북구,0.0441,0.0107,0.83,0.004,31,21
20230104,송파구,0.0449,0.008,0.69,0.0033,36,23
20230104,양천구,0.0447,0.006,0.74,0.0034,38,28
20230104,영등포구,0.0471,0.0079,0.71,0.0037,38,24
20230104,용산구,0.0372,0.0104,0.64,0.0037,33,24
20230104,은평구,0.032,0.0129,0.8,0.0038,31,17
20230104,종로구,0.0335,0.0178,0.6,0.0037,33,25
20230104,중구,0.0433,0.0168,0.68,0.0035,35,29
20230104,중랑구,0.0409,0.0087,0.62,0.0029,32,23
20230104,강남대로,0.0455,0.0056,0.93,0.0048,39,24
20230104,강변북로,0.0485,0.0063,0.8,0.0031,39,26
20230104,공항대로,0.0483,0.0062,0.78,0.0036,42,26
20230104,도산대로,0.0441,0.0073,0.7,0.0041,40,24
20230104,동작대로,0.0498,0.0077,0.76,0.0036,44,25
20230104,시흥대로,0.0502,0.0066,0.72,0.0042,33,16
20230104,신촌로,0.051,0.0062,0.85,0.0036,43,29
20230104,영등포로,0.0505,0.0048,0.83,0.0039,39,26
20230104,정릉로,0.0482,0.0065,0.81,0.0036,39,25
20230104,종로,0.0432,0.0099,0.76,0.0041,34,19
20230104,천호대로,0.0482,0.006,0.77,0.0037,38,23
20230104,청계천로,0.0386,0.0091,0.73,0.0038,38,23
20230104,한강대로,0.0455,0.0111,0.78,0.0034,42,21
20230104,홍릉로,0.0396,0.0088,0.64,0.0037,33,24
20230104,화랑로,0.0471,0.0073,0.67,0.0031,35,22
20230104,관악산,0.0127,0.0351,0.29,0.0049,27,17
20230104,남산,0.0334,0.0143,0.83,0.0044,33,22
20230104,북한산,0.0082,0.0308,0.28,0.0031,22,15
20230104,세곡,0.0409,0.0083,1.05,0.0054,39,22
20230104,항동,0.024,0.0118,0.85,0.0041,29,17
20230104,행주,0.0381,0.01,0.55,0.0041,40,25
20230104,마포아트센터,0.043,0.0124,0.6,0.0042,35,22
20230104,서울숲,0.041,0.0103,0.63,0.0037,36,21
20230104,올림픽공원,0.037,0.0152,0.92,0.0032,32,23
20230104,자연사박물관,0.0389,0.0142,0.35,0.0042,29,19
20230105,강남구,0.0523,0.0056,0.8,0.0038,47,32
20230105,강동구,0.0443,0.003,0.72,0.003,52,38
20230105,강북구,0.0353,0.0143,0.75,0.0029,47,31
20230105,강서구,0.056,0.0052,1.07,0.0051,66,38
20230105,관악구,0.0612,0.0046,1.06,0.0037,53,34
20230105,광진구,0.0303,0.0042,0.97,0.0025,47,34
20230105,구로구,0.0479,0.0048,0.76,0.0039,57,39
20230105,금천구,0.0503,0.0047,0.76,0.0044,51,42
20230105,노원구,0.0607,0.0064,0.95,0.0045,53,41
20230105,도봉구,0.0445,0.0107,0.8,0.0028,45,33
20230105,동대문구,0.0543,0.0051,0.96,0.0041,49,35
20230105,동작구,0.0601,0.0041,0.92,0.0034,52,39
20230105,마포구,0.0607,0.0042,1.08,0.0046,41,41
20230105,서대문구,0.0483,0.0075,1.11,0.0079,45,31
20230105,서초구,0.0583,0.0035,0.79,0.0034,52,34
20230105,성동구,0.053,0.0036,0.82,0.0036,49,27
20230105,성북구,0.0558,0.0048,1.08,0.0042,47,35
20230105,송파구,0.0556,0.0029,0.96,0.0034,46,35
20230105,양천구,0.0552,0.0043,1.03,0.0037,58,44
20230105,영등포구,0.0592,0.0045,0.95,0.004,51,38
20230105,용산구,0.0483,0.0049,0.8,0.0039,44,34
20230105,은평구,0.038,0.0093,0.93,0.0037,41,26
20230105,종로구,0.0566,0.0025,0.94,0.0037,36,30
20230105,중구,0.0558,0.0085,0.88,0.0038,48,42
20230105,중랑구,0.0525,0.0044,0.78,0.0031,46,35
20230105,강남대로,0.0547,0.003,1.24,0.0048,52,39
20230105,강변북로,0.0569,0.0036,0.78,0.0032,50,37
20230105,공항대로,0.0582,0.0038,0.98,0.0037,58,39
20230105,도산대로,0.0545,0.0035,0.95,0.0041,51,37
20230105,동작대로,0.062,0.0043,1.13,0.0037,57,39
20230105,시흥대로,0.0667,0.003,1,0.0044,50,30
20230105,신촌로,0.0615,0.0026,1.12,0.0038,57,43
20230105,영등포로,0.0603,0.0034,1.1,0.0045,53,40
20230105,정릉로,0.0561,0.0036,1.02,0.0039,51,38
20230105,종로,0.0561,0.0037,0.97,0.0042,46,28
20230105,천호대로,0.0562,0.0022,1.03,0.0039,50,37
20230105,청계천로,0.0474,0.0035,0.98,0.0041,51,33
20230105,한강대로,0.0587,0.0053,1.07,0.0036,57,35
20230105,홍릉로,0.0531,0.0035,0.93,0.004,48,38
20230105,화랑로,0.0553,0.0043,0.82,0.0033,48,33
20230105,관악산,0.0148,0.0381,0.32,0.004,35,24
20230105,남산,0.0419,0.0093,1.08,0.0046,46,34
20230105,북한산,0.012,0.0304,0.36,0.0032,31,24
20230105,세곡,0.051,0.0056,1.3,0.0051,53,39
20230105,항동,0.036,0.0053,1.25,0.004,54,39
20230105,행주,0.0447,0.0071,0.88,0.0039,51,35
20230105,마포아트센터,0.0561,0.0063,0.86,0.0044,49,34
20230105,서울숲,0.0546,0.0046,0.88,0.0036,50,31
20230105,올림픽공원,0.0507,0.0071,0.98,0.0033,51,39
20230105,자연사박물관,0.0501,0.0075,,0.0042,44,31
20230106,강남구,0.048,0.0109,0.8,0.0038,79,59
20230106,강동구,0.0351,0.0116,0.7,0.0031,82,65
20230106,강북구,0.0445,0.0106,0.85,0.0031,74,52
20230106,강서구,0.0547,0.0112,1.1,0.0045,92,66
20230106,관악구,0.0497,0.0115,0.93,0.0034,82,55
20230106,광진구,0.0294,0.0091,0.97,0.0025,76,59
20230106,구로구,0.0419,0.0111,0.68,0.0035,85,67
20230106,금천구,0.0395,0.0197,0.73,0.004,78,65
20230106,노원구,0.0548,0.0107,0.86,0.0042,75,62
20230106,도봉구,0.0453,0.0109,0.88,0.0028,66,54
20230106,동대문구,0.0519,0.0059,0.94,0.004,73,56
20230106,동작구,0.0485,0.0134,0.81,0.0035,79,64
20230106,마포구,0.0519,0.0106,1,0.0049,71,67
20230106,서대문구,0.0472,0.0134,1.05,0.0065,71,57
20230106,서초구,0.0512,0.0082,0.74,0.0033,81,65
20230106,성동구,0.0461,0.011,0.83,0.0038,83,52
20230106,성북구,0.0516,0.0077,0.95,0.0039,73,57
20230106,송파구,0.0445,0.0124,0.83,0.0033,76,57
20230106,양천구,0.0492,0.0096,0.93,0.0039,93,74
20230106,영등포구,0.0541,0.0095,0.99,0.004,86,71
20230106,용산구,0.0433,0.0108,0.77,0.0039,68,55
20230106,은평구,0.0377,0.0158,1.01,0.0039,72,56
20230106,종로구,0.0528,0.0078,0.97,0.004,75,65
20230106,중구,0.0545,0.0114,0.91,0.0042,77,69
20230106,중랑구,0.0471,0.0118,0.79,0.0033,75,62
20230106,강남대로,0.0483,0.0095,1.08,0.0047,79,65
20230106,강변북로,0.0519,0.0072,0.82,0.0031,78,66
20230106,공항대로,0.0519,0.0078,0.91,0.0039,78,58
20230106,도산대로,0.0493,0.0078,0.98,0.004,74,67
20230106,동작대로,0.053,0.0104,0.95,0.0037,80,60
20230106,시흥대로,0.058,0.0087,0.92,0.004,78,52
20230106,신촌로,0.0532,0.0079,0.98,0.0038,83,69
20230106,영등포로,0.0556,0.0076,1.05,0.0046,85,71
20230106,정릉로,0.0535,0.0053,0.96,0.0042,76,63
20230106,종로,0.0589,0.0062,1.08,0.0047,75,51
20230106,천호대로,0.0511,0.0077,0.92,0.004,79,61
20230106,청계천로,0.0496,0.0063,1.03,0.0043,79,57
20230106,한강대로,0.0549,0.0093,1.03,0.0035,79,63
20230106,홍릉로,0.0497,0.0062,0.84,0.0039,73,64
20230106,화랑로,0.0551,0.0054,0.88,0.0036,74,59
20230106,관악산,0.0136,0.0467,0.39,0.0031,57,44
20230106,남산,0.0416,0.0135,1.04,0.0045,74,61
20230106,북한산,0.0239,0.023,0.48,0.0033,56,47
20230106,세곡,0.0389,0.0156,1.01,0.0051,80,66
20230106,항동,0.0288,0.0169,1.24,0.0042,82,66
20230106,행주,0.0465,0.0105,0.7,0.0042,79,58
20230106,마포아트센터,0.0525,0.0127,0.92,0.0044,80,61
20230106,서울숲,0.0493,0.0113,1.04,0.0037,81,62
20230106,올림픽공원,0.0447,0.0175,0.74,0.0033,82,72
20230106,자연사박물관,0.0479,0.0148,0.77,0.0042,70,58
20230107,강남구,0.0307,0.0229,0.88,0.0036,119,86
20230107,강동구,0.0274,0.0169,0.88,0.0026,127,98
20230107,강북구,0.0205,0.0281,0.94,0.0029,123,77
20230107,강서구,0.0277,0.0249,0.9,0.0038,135,87
20230107,관악구,0.0291,0.0212,0.97,0.0032,127,79
20230107,광진구,0.0196,0.0184,1.18,0.0024,116,82
20230107,구로구,0.0242,0.0214,0.66,0.0034,126,94
20230107,금천구,0.0261,0.0264,0.93,0.0035,117,96
20230107,노원구,0.0333,0.0218,0.99,0.0032,122,91
20230107,도봉구,0.0202,0.0303,0.98,0.0027,114,82
20230107,동대문구,0.0288,0.022,0.95,0.0035,118,86
20230107,동작구,0.03,0.026,0.89,0.0035,125,95
20230107,마포구,0.0349,0.0172,0.96,0.0043,110,96
20230107,서대문구,0.0286,0.0204,1.14,0.0046,116,90
20230107,서초구,0.0291,0.0189,0.75,0.0029,114,94
20230107,성동구,0.0288,0.0211,0.87,0.0033,125,76
20230107,성북구,0.0316,0.021,0.91,0.0034,124,89
20230107,송파구,0.0354,0.0178,0.97,0.0027,113,84
20230107,양천구,0.0285,0.0204,0.88,0.0035,132,98
20230107,영등포구,0.0293,0.0224,0.92,0.0035,116,95
20230107,용산구,0.0262,0.0213,0.89,0.0035,107,76
20230107,은평구,0.0234,0.0234,1.22,0.0035,123,89
20230107,종로구,0.0281,0.0231,0.96,0.0033,125,101
20230107,중구,0.0321,0.0272,0.9,0.0036,123,98
20230107,중랑구,0.0362,0.0198,0.97,0.0031,117,92
20230107,강남대로,0.0371,0.0143,1.15,0.0037,118,97
20230107,강변북로,0.0387,0.014,0.96,0.0027,119,94
20230107,공항대로,0.034,0.0177,0.89,0.0036,118,86
20230107,도산대로,0.0305,0.0173,0.97,0.0034,,95
20230107,동작대로,0.0405,0.0177,1.08,0.0035,118,84
20230107,시흥대로,0.0324,0.0219,0.88,0.0035,117,77
20230107,신촌로,0.0395,0.0123,1.09,0.0033,133,104
20230107,영등포로,0.0391,0.0149,1.02,0.0035,121,98
20230107,정릉로,0.0402,0.0127,1.01,0.0037,123,97
20230107,종로,0.0302,0.0193,1,0.0038,120,72
20230107,천호대로,0.0445,0.012,1.12,0.0034,117,89
20230107,청계천로,0.0344,0.018,0.92,0.0038,124,84
20230107,한강대로,0.0348,0.0194,1,0.0028,127,97
20230107,홍릉로,0.0338,0.0163,0.95,0.0032,115,96
20230107,화랑로,0.0399,0.0147,1.02,0.0032,112,84
20230107,관악산,0.017,0.039,0.71,0.0031,94,54
20230107,남산,0.0225,0.0274,1.18,0.0038,121,88
20230107,북한산,0.0138,0.0321,0.73,0.0031,107,80
20230107,세곡,0.0357,0.0154,1.06,0.0037,117,90
20230107,항동,0.0138,0.028,1.22,0.0041,111,85
20230107,행주,0.0193,0.0243,0.6,0.0036,117,76
20230107,마포아트센터,0.0318,0.024,0.88,0.0038,124,91
20230107,서울숲,0.0318,0.0213,1.32,0.0033,119,87
20230107,올림픽공원,0.0301,0.025,0.82,0.0028,114,93
20230107,자연사박물관,0.0293,0.0259,0.84,0.0037,120,93
20230108,강남구,0.0378,0.0106,0.87,0.0031,119,64
20230108,강동구,0.0274,0.01,0.8,0.0025,129,74
20230108,강북구,0.0306,0.0141,0.85,0.0026,152,51
20230108,강서구,0.0387,0.0111,0.85,0.0032,159,50
20230108,관악구,0.0423,0.0091,0.87,0.0029,132,45
20230108,광진구,0.0202,0.0122,1.07,0.0022,124,59
20230108,구로구,0.0356,0.009,0.6,0.003,139,54
20230108,금천구,0.0299,0.0134,0.68,0.0031,109,45
20230108,노원구,0.0434,0.0112,0.88,0.0033,146,61
20230108,도봉구,0.0313,0.0152,0.85,0.0024,132,55
20230108,동대문구,0.0368,0.011,0.85,0.0033,125,55
20230108,동작구,0.0432,0.0092,0.77,0.003,143,58
20230108,마포구,0.0408,0.0093,0.87,0.0039,119,62
20230108,서대문구,0.036,0.0115,1.03,0.0054,129,52
20230108,서초구,0.0379,0.0078,0.72,0.0028,125,65
20230108,성동구,0.0344,0.0112,0.85,0.0029,127,55
20230108,성북구,0.0391,0.0106,0.83,0.0032,134,61
20230108,송파구,0.0371,0.0103,0.9,0.0025,126,67
20230108,양천구,0.0378,0.0089,0.82,0.0033,146,57
20230108,영등포구,0.0421,0.008,0.87,0.003,129,66
20230108,용산구,0.0343,0.0092,0.79,0.0032,129,56
20230108,은평구,0.0283,0.0137,0.99,0.0031,129,48
20230108,종로구,0.0388,0.0111,0.84,0.0032,135,66
20230108,중구,0.0411,0.013,0.79,0.0033,133,60
20230108,중랑구,0.0321,0.0169,0.78,0.0027,128,64
20230108,강남대로,0.0372,0.0072,1.11,0.0039,125,64
20230108,강변북로,0.039,0.0071,0.96,0.0024,117,74
20230108,공항대로,0.0385,0.0077,0.81,0.0032,134,54
20230108,도산대로,0.0374,0.0075,0.99,0.0032,,68
20230108,동작대로,0.0434,0.0076,0.96,0.0031,130,59
20230108,시흥대로,0.0483,0.0061,0.85,0.0034,130,43
20230108,신촌로,0.0424,0.0069,0.9,0.0031,145,68
20230108,영등포로,0.0441,0.0064,0.92,0.0038,140,65
20230108,정릉로,0.0396,0.0083,0.86,0.0033,133,63
20230108,종로,0.0413,0.0087,0.89,0.0037,128,42
20230108,천호대로,0.04,0.0082,0.99,0.0034,120,66
20230108,청계천로,0.0393,0.01,0.78,0.0035,133,50
20230108,한강대로,0.0409,0.0108,0.92,0.0026,140,61
20230108,홍릉로,0.039,0.008,0.79,0.0029,123,69
20230108,화랑로,0.0402,0.007,0.9,0.0028,128,63
20230108,관악산,0.0087,0.0387,0.33,0.0034,113,30
20230108,남산,0.0357,0.0116,1.19,0.0035,134,61
20230108,북한산,0.0173,0.0217,0.5,0.0028,137,49
20230108,세곡,0.0316,0.0108,1.14,0.0041,121,64
20230108,항동,0.02,0.0121,1.08,0.0038,110,45
20230108,행주,0.0354,0.0084,0.72,0.0035,134,46
20230108,마포아트센터,0.0427,0.011,0.84,0.0035,137,59
20230108,서울숲,0.0378,0.0109,1.29,0.003,122,64
20230108,올림픽공원,0.0328,0.016,0.87,0.0026,114,73
20230108,자연사박물관,0.0383,0.0135,0.82,0.0034,130,56
20230109,강남구,0.0353,0.0127,0.63,0.0036,91,39
20230109,강동구,0.0233,0.0158,0.55,0.0029,100,45
20230109,강북구,0.0239,0.0216,0.67,0.0032,99,38
20230109,강서구,0.0286,0.0184,0.63,0.0034,112,39
20230109,관악구,0.0319,0.0151,0.68,0.0031,91,33
20230109,광진구,0.0207,0.0074,0.94,0.0023,96,38
20230109,구로구,0.027,0.0147,0.45,0.0031,101,38
20230109,금천구,0.0328,0.0157,0.68,0.0034,77,36
20230109,노원구,0.0281,0.0217,0.6,0.0036,96,41
20230109,도봉구,0.0234,0.0236,0.68,0.0028,90,38
20230109,동대문구,0.0317,0.0166,0.67,0.0036,91,39
20230109,동작구,0.0343,0.0168,0.61,0.0036,95,39
20230109,마포구,0.0327,0.0151,0.66,0.0045,80,41
20230109,서대문구,0.029,0.017,0.82,0.0051,92,36
20230109,서초구,0.0313,0.0141,0.52,0.0031,90,40
20230109,성동구,0.0312,0.0156,0.6,0.0037,95,34
20230109,성북구,0.0331,0.0163,0.62,0.0034,96,41
20230109,송파구,0.034,0.0141,0.68,0.003,99,45
20230109,양천구,0.0298,0.0141,0.63,0.0033,100,41
20230109,영등포구,0.0322,0.015,0.64,0.0033,88,44
20230109,용산구,0.0289,0.0154,0.63,0.0036,93,39
20230109,은평구,0.0241,0.0186,0.94,0.0036,92,35
20230109,종로구,0.0332,0.0169,0.7,0.0036,92,45
20230109,중구,0.0482,0.0082,0.81,0.0036,107,54
20230109,중랑구,0.032,0.0196,0.59,0.0034,88,41
20230109,강남대로,0.0408,0.0082,0.85,0.0041,93,43
20230109,강변북로,0.0392,0.0101,0.71,0.0027,91,44
20230109,공항대로,0.0367,0.0122,0.63,0.0037,93,39
20230109,도산대로,0.0345,0.0107,0.75,0.0037,71,44
20230109,동작대로,0.0415,0.0135,0.76,0.0039,91,39
20230109,시흥대로,0.0402,0.0107,0.7,0.0036,89,30
20230109,신촌로,0.0406,0.009,0.78,0.0036,104,48
20230109,영등포로,0.0359,0.0129,0.68,0.0034,95,45
20230109,정릉로,0.0392,0.0096,0.76,0.0041,95,43
20230109,종로,0.0348,0.0149,0.76,0.0041,88,33
20230109,천호대로,0.0389,0.0118,0.73,0.0038,97,40
20230109,청계천로,0.035,0.0147,0.72,0.0039,94,38
20230109,한강대로,0.0368,0.0154,0.76,0.0032,101,44
20230109,홍릉로,0.0342,0.0125,0.63,0.0034,93,48
20230109,화랑로,0.0397,0.0136,0.68,0.0038,92,40
20230109,관악산,0.0136,0.0353,0.34,0.0031,84,27
20230109,남산,0.0241,0.0218,1.03,0.0039,91,38
20230109,북한산,0.0108,0.0298,0.38,0.0031,83,31
20230109,세곡,0.0352,0.0127,0.75,0.0043,95,43
20230109,항동,0.0151,0.02,0.97,0.0041,73,32
20230109,행주,0.0179,0.0206,0.46,0.0036,87,34
20230109,마포아트센터,0.0347,0.0169,0.68,0.0038,96,40
20230109,서울숲,0.034,0.0161,1,0.0033,95,39
20230109,올림픽공원,0.0317,0.0208,0.61,0.0028,90,46
20230109,자연사박물관,0.0306,0.0195,0.57,0.0038,89,38
