측정일시,측정소명,이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥)
20230215,구로구,0.0181,0.0229,0.38,0.0026,18,6
20230215,금천구,0.0226,0.0249,0.39,0.0026,16,11
20230215,노원구,0.0249,0.0241,0.41,0.0029,20,14
20230215,도봉구,0.0201,0.025,0.32,0.0023,15,10
20230215,동대문구,0.0205,0.0267,0.37,0.003,17,9
20230215,동작구,0.0222,0.0256,0.33,0.0022,17,11
20230215,마포구,0.0201,0.0261,0.37,0.0025,16,10
20230215,서대문구,0.0191,0.0253,,,15,7
20230215,서초구,0.0214,0.0243,0.35,0.0025,17,6
20230215,성동구,0.019,0.0301,0.29,0.0024,17,9
20230215,성북구,0.0239,0.0243,0.38,0.0026,17,10
20230215,송파구,0.0222,0.0261,0.38,0.0021,19,10
20230215,양천구,0.0213,0.02,0.39,0.0032,19,11
20230215,영등포구,0.0216,0.0244,,0.0025,17,8
20230215,용산구,0.022,0.0283,0.39,0.0025,18,13
20230215,은평구,0.0216,0.0259,0.27,0.0019,14,7
20230215,종로구,0.0202,0.0266,0.39,0.0025,16,10
20230215,중구,,,,,,
20230215,중랑구,0.0187,0.0274,0.31,0.0022,17,10
20230215,강남대로,0.0269,0.0193,0.49,0.0026,20,9
20230215,강변북로,0.0262,0.0228,0.38,0.0025,18,11
20230215,공항대로,0.0309,0.0166,0.4,0.0026,19,11
20230215,도산대로,0.0315,0.0212,0.38,0.0029,18,9
20230215,동작대로,0.0318,0.0211,0.46,0.0026,22,13
20230215,시흥대로,0.0389,0.0154,0.46,0.003,23,10
20230215,신촌로,0.0269,0.0206,0.42,0.0027,21,11
20230215,영등포로,0.0247,0.0223,0.4,0.0029,19,11
20230215,정릉로,0.03,0.0182,0.45,0.0025,21,11
20230215,종로,0.0249,0.0204,0.48,0.0029,23,10
20230215,천호대로,0.0289,0.0198,0.42,0.0026,22,10
20230215,청계천로,0.0246,0.0222,0.46,0.0032,20,11
20230215,한강대로,0.0246,0.0257,0.47,0.003,22,10
20230215,홍릉로,0.0282,0.0195,0.38,0.0029,19,11
20230215,화랑로,0.035,0.0164,0.43,0.0027,21,10
20230215,관악산,0.0081,0.0372,0.14,0.0018,17,9
20230215,남산,0.0186,0.0278,0.27,0.0031,14,10
20230215,북한산,0.006,0.0335,0.41,0.0026,10,8
20230215,세곡,0.0236,0.0243,0.57,0.0032,20,9
20230215,항동,0.0139,0.0256,0.27,0.0033,17,6
20230215,행주,0.0149,0.024,0.21,0.0031,20,10
20230215,마포아트센터,0.0228,0.0286,0.4,0.0024,16,8
20230215,서울숲,0.018,0.0281,0.25,0.0031,17,6
20230215,올림픽공원,0.0172,0.0383,0.45,0.0024,14,10
20230215,자연사박물관,0.0158,0.0304,0.43,0.0028,12,6
20230216,강남구,0.024,0.0264,0.36,0.0031,27,16
20230216,강동구,0.0182,0.023,0.33,0.0022,27,18
20230216,강북구,0.0201,0.0255,0.47,0.0021,31,22
20230216,강서구,0.0277,0.0227,0.44,0.0028,38,21
20230216,관악구,0.0261,0.0208,0.45,0.0027,30,17
20230216,광진구,0.0218,0.0195,0.35,0.0031,24,17
20230216,구로구,0.0215,0.0218,0.41,0.0028,29,16
20230216,금천구,0.0256,0.0244,0.4,0.0029,28,21
20230216,노원구,0.0259,0.0211,0.46,0.0029,31,22
20230216,도봉구,0.0209,0.0255,0.4,0.0024,25,18
20230216,동대문구,0.0235,0.0251,0.41,0.0031,28,19
20230216,동작구,0.0227,0.0264,0.35,0.0024,27,20
20230216,마포구,0.0277,0.0215,0.42,0.0029,24,17
20230216,서대문구,0.0253,0.0231,0.39,,27,17
20230216,서초구,0.027,0.0209,0.41,0.0026,34,16
20230216,성동구,0.0264,0.0235,0.38,0.0024,27,16
20230216,성북구,0.0284,0.0209,0.4,0.0029,29,19
20230216,송파구,0.0267,0.0227,0.42,0.0024,28,18
20230216,양천구,0.0244,0.0193,0.42,0.0033,31,21
20230216,영등포구,0.0251,0.0236,,0.0028,26,16
20230216,용산구,0.0245,0.0264,0.42,0.0028,26,19
20230216,은평구,0.0213,0.0252,0.3,0.0024,27,19
20230216,종로구,0.0241,0.0245,0.44,0.0026,27,19
20230216,중구,,,,,,
20230216,중랑구,0.0241,0.0246,0.37,0.0024,28,18
20230216,강남대로,0.0307,0.0152,0.58,0.0029,28,20
20230216,강변북로,0.0368,0.0152,0.5,0.0028,28,20
20230216,공항대로,0.0356,0.0157,0.44,0.0028,29,18
20230216,도산대로,0.0352,0.0196,0.41,0.0031,27,19
20230216,동작대로,0.034,0.0207,0.5,0.0029,29,19
20230216,시흥대로,0.0315,0.0195,0.4,0.003,29,17
20230216,신촌로,0.0384,0.0142,0.54,0.0028,32,21
20230216,영등포로,0.0369,0.0156,0.51,0.003,29,20
20230216,정릉로,0.0353,0.0141,0.49,0.0026,29,19
20230216,종로,0.0262,0.0202,0.5,0.003,30,18
20230216,천호대로,0.0292,0.0202,0.42,0.0026,26,18
20230216,청계천로,0.0286,0.0199,0.48,0.0032,30,21
20230216,한강대로,0.0314,0.0206,0.55,0.0034,36,22
20230216,홍릉로,0.0325,0.0166,0.46,0.0029,28,20
20230216,화랑로,0.0398,0.0125,0.44,0.0029,29,18
20230216,관악산,0.0117,0.0362,0.18,0.0021,26,17
20230216,남산,0.0229,0.0259,0.32,0.0033,25,19
20230216,북한산,0.012,0.031,0.63,0.0028,23,16
20230216,세곡,0.028,0.0205,0.69,0.0035,30,19
20230216,항동,0.0158,0.0228,0.35,0.0035,25,13
20230216,행주,0.024,0.0205,0.33,0.0032,29,18
20230216,마포아트센터,0.0273,0.0261,0.47,0.0027,27,16
20230216,서울숲,0.0256,0.0237,0.41,0.0032,28,17
20230216,올림픽공원,0.0231,0.0323,0.54,0.0026,23,19
20230216,자연사박물관,0.0226,0.0248,0.4,0.003,25,16
20230217,강남구,0.0464,0.013,0.56,0.0032,48,31
20230217,강동구,0.0338,0.0115,0.52,0.0025,51,36
20230217,강북구,0.0307,0.0197,0.59,0.0022,48,34
20230217,강서구,0.041,0.0177,0.58,0.0029,48,28
20230217,관악구,0.0415,0.0153,0.57,0.0029,42,25
20230217,광진구,0.0353,0.0123,0.56,0.0034,46,36
20230217,구로구,0.037,0.0144,0.52,0.003,47,28
20230217,금천구,0.0358,0.0203,0.53,0.0032,40,30
20230217,노원구,0.0452,0.0146,0.65,0.0032,48,38
20230217,도봉구,0.0358,0.0159,0.61,0.0026,47,35
20230217,동대문구,0.0436,0.014,0.63,0.0035,49,36
20230217,동작구,0.0408,0.0165,0.49,0.0027,42,31
20230217,마포구,0.0435,0.0135,0.58,0.0032,36,28
20230217,서대문구,0.0391,0.0169,0.6,,45,32
20230217,서초구,0.0417,0.0145,0.54,0.0028,45,30
20230217,성동구,0.0447,0.0132,0.59,0.003,49,29
20230217,성북구,0.046,0.0119,0.61,0.0032,53,36
20230217,송파구,0.045,0.0129,0.61,0.0027,44,29
20230217,양천구,0.0388,0.0126,0.53,0.0034,43,31
20230217,영등포구,0.0447,0.0134,,0.003,41,28
20230217,용산구,0.0448,0.0136,0.65,0.0032,42,31
20230217,은평구,0.0304,0.0213,0.41,0.0024,41,32
20230217,종로구,0.0432,0.0134,0.67,0.003,48,36
20230217,중구,,,,,,
20230217,중랑구,0.0387,0.0166,0.55,0.0026,47,36
20230217,강남대로,0.0437,0.0079,0.8,0.0033,50,35
20230217,강변북로,0.0511,0.0086,0.7,0.0029,54,41
20230217,공항대로,0.049,0.0093,0.58,0.003,41,26
20230217,도산대로,0.0579,0.0101,0.59,0.0033,54,39
20230217,동작대로,0.0496,0.0123,0.65,0.003,46,27
20230217,시흥대로,0.054,0.0094,0.63,0.0035,47,25
20230217,신촌로,0.0479,0.0103,0.69,0.003,49,36
20230217,영등포로,0.0465,0.0113,0.62,0.003,45,31
20230217,정릉로,0.0506,0.0072,0.73,0.0035,50,34
20230217,종로,0.0428,0.0124,0.71,0.0032,47,33
20230217,천호대로,0.0517,0.0086,0.72,0.0032,52,37
20230217,청계천로,0.0464,0.0117,0.7,0.0035,50,37
20230217,한강대로,0.0459,0.0154,0.73,0.0036,58,38
20230217,홍릉로,0.049,0.0098,0.65,0.0033,46,37
20230217,화랑로,0.0524,0.0072,0.66,0.0031,49,33
20230217,관악산,0.0234,0.0363,0.31,0.0026,47,32
20230217,남산,0.0403,0.0176,0.48,0.0036,50,38
20230217,북한산,0.0174,0.0272,0.8,0.0029,37,28
20230217,세곡,0.0431,0.0116,0.81,0.004,48,33
20230217,항동,0.0228,0.0174,0.47,0.0038,41,26
20230217,행주,0.0334,0.018,0.46,0.0032,40,26
20230217,마포아트센터,0.0427,0.0179,0.62,0.0029,50,33
20230217,서울숲,0.0462,0.0142,0.8,0.0034,50,35
20230217,올림픽공원,0.0428,0.0172,0.65,0.0028,50,40
20230217,자연사박물관,0.0389,0.0167,0.57,0.0032,43,33
20230218,강남구,0.0545,0.0086,0.71,0.0036,77,52
20230218,강동구,0.0387,0.007,0.65,0.0026,83,61
20230218,강북구,0.0471,0.0055,0.93,0.0027,91,72
20230218,강서구,0.0499,0.0036,0.83,0.0036,93,65
20230218,관악구,0.0573,0.0061,0.87,0.0032,85,55
20230218,광진구,0.0419,0.0075,0.74,0.0035,75,61
20230218,구로구,0.049,0.0057,0.75,0.0035,87,64
20230218,금천구,0.0562,0.0032,0.87,0.0035,83,66
20230218,노원구,0.0616,0.0047,0.94,0.004,99,81
20230218,도봉구,0.0454,0.0068,0.96,0.0033,90,70
20230218,동대문구,0.053,0.0059,0.83,0.004,84,66
20230218,동작구,0.0551,0.0067,0.79,0.003,82,67
20230218,마포구,0.052,0.0033,0.88,0.0039,71,63
20230218,서대문구,0.0538,0.003,1.13,,75,59
20230218,서초구,0.0536,0.0059,0.76,0.0029,84,64
20230218,성동구,0.0539,0.0056,0.81,0.0032,88,56
20230218,성북구,0.0528,0.0071,0.9,0.0036,90,67
20230218,송파구,0.0518,0.0069,0.82,0.0029,76,54
20230218,양천구,0.0488,0.0028,0.87,0.0037,87,72
20230218,영등포구,0.0558,0.0033,,0.0034,79,61
20230218,용산구,0.0538,0.0064,0.89,0.0035,73,58
20230218,은평구,0.0485,0.0043,0.8,0.0027,81,67
20230218,종로구,0.0519,0.0071,0.86,0.0037,84,67
20230218,중구,,,,,,
20230218,중랑구,0.0489,0.0104,0.74,0.003,82,65
20230218,강남대로,0.0507,0.0064,0.84,0.0033,85,65
20230218,강변북로,0.0568,0.004,0.92,0.0029,83,67
20230218,공항대로,0.0507,0.0025,0.82,0.0032,81,60
20230218,도산대로,0.066,0.0061,0.79,0.0035,87,67
20230218,동작대로,0.0604,0.0052,0.95,0.0036,84,54
20230218,시흥대로,0.0658,0.0031,0.95,0.0039,89,58
20230218,신촌로,0.0583,0.0027,1.08,0.0035,97,74
20230218,영등포로,0.0584,0.0028,0.94,0.0036,82,63
20230218,정릉로,0.0571,0.0048,0.96,0.0047,87,65
20230218,종로,0.0548,0.0056,0.98,0.0037,81,61
20230218,천호대로,0.0567,0.0044,0.84,0.0033,75,57
20230218,청계천로,0.0546,0.0056,0.88,0.004,85,68
20230218,한강대로,0.055,0.0094,0.96,0.004,90,67
20230218,홍릉로,0.0595,0.004,0.9,0.004,78,63
20230218,화랑로,0.0608,0.0022,0.97,0.0036,89,65
20230218,관악산,0.0302,0.0323,0.43,0.0029,74,56
20230218,남산,0.0451,0.0152,0.63,0.0039,82,65
20230218,북한산,0.0236,0.0224,1.01,0.003,66,54
20230218,세곡,0.0539,0.0063,0.93,0.0043,82,60
20230218,항동,0.0304,0.004,0.8,0.0044,78,62
20230218,행주,0.0306,0.0105,0.6,0.0029,74,56
20230218,마포아트센터,0.0566,0.0062,0.97,0.0032,89,66
20230218,서울숲,0.0595,0.006,1.03,0.0036,86,63
20230218,올림픽공원,0.0519,0.0091,0.85,0.0029,76,62
20230218,자연사박물관,0.0568,0.0043,1,0.0035,84,67
20230219,강남구,0.022,0.0344,0.44,0.0033,48,31
20230219,강동구,0.0144,0.03,0.41,0.0024,52,35
20230219,강북구,0.0109,0.0406,0.45,0.0023,49,34
20230219,강서구,0.0189,0.0338,0.48,0.0033,54,34
20230219,관악구,0.0196,0.0266,0.52,0.0027,50,30
20230219,광진구,0.0188,0.0299,0.45,0.0033,48,38
20230219,구로구,0.0163,0.027,0.48,0.003,48,31
20230219,금천구,0.0199,0.0315,0.49,0.0031,47,37
20230219,노원구,0.0159,0.0364,0.46,0.003,48,37
20230219,도봉구,0.0108,0.0414,0.43,0.0026,42,29
20230219,동대문구,0.0167,0.0364,0.46,0.0033,48,34
20230219,동작구,0.018,0.0334,0.42,0.0027,48,37
20230219,마포구,0.0214,0.0306,0.48,0.0032,38,30
20230219,서대문구,0.018,0.032,0.43,,44,30
20230219,서초구,0.0158,0.0312,0.47,0.0027,46,32
20230219,성동구,0.0202,0.0315,0.45,0.0026,50,31
20230219,성북구,0.0187,0.0328,0.42,0.003,49,33
20230219,송파구,0.0222,0.0297,0.52,0.0027,49,31
20230219,양천구,0.0196,0.0266,0.48,0.0033,49,37
20230219,영등포구,0.0201,0.0307,,0.003,45,31
20230219,용산구,0.0199,0.0326,0.55,0.0031,45,34
20230219,은평구,0.0161,0.0349,0.39,0.0024,44,33
20230219,종로구,0.0165,0.0361,0.49,0.0029,49,38
20230219,중구,,,,,,
20230219,중랑구,0.0222,0.034,0.45,0.0026,47,35
20230219,강남대로,0.0228,0.0265,0.44,0.0024,52,34
20230219,강변북로,0.028,0.0235,0.58,0.0028,52,37
20230219,공항대로,0.0194,0.0303,0.43,0.0029,45,29
20230219,도산대로,0.0239,0.0285,0.41,0.0032,50,37
20230219,동작대로,0.0263,0.0311,0.53,0.0029,50,29
20230219,시흥대로,0.0223,0.0283,0.44,0.0031,47,30
20230219,신촌로,0.0266,0.0232,0.55,0.0029,55,36
20230219,영등포로,0.0275,0.0254,0.55,0.0031,47,35
20230219,정릉로,0.0273,0.0267,0.55,0.0036,50,32
20230219,종로,0.0185,0.0318,0.5,0.0032,46,31
20230219,천호대로,0.0282,0.0278,0.49,0.0029,51,36
20230219,청계천로,0.0204,0.0332,0.43,0.0033,48,35
20230219,한강대로,0.0206,0.0332,0.57,0.0035,52,35
20230219,홍릉로,0.0228,0.0285,0.47,0.0032,44,34
20230219,화랑로,0.0268,0.0272,0.46,0.0031,49,31
20230219,관악산,0.0102,0.0443,0.28,0.0024,38,24
20230219,남산,0.0166,0.0345,0.4,0.0034,45,33
20230219,북한산,0.0098,0.041,0.87,0.0029,42,30
20230219,세곡,0.0233,0.0301,0.43,0.0034,52,35
20230219,항동,0.0099,0.0353,0.4,0.0038,44,29
20230219,행주,0.0091,0.0333,0.32,0.0029,41,28
20230219,마포아트센터,0.0202,0.0342,0.55,0.0028,47,31
20230219,서울숲,0.0216,0.0321,0.61,0.0034,50,32
20230219,올림픽공원,0.0216,0.0419,0.6,0.0028,48,38
20230219,자연사박물관,0.0181,0.0333,0.61,0.003,44,30
20230220,강남구,0.0153,0.0328,0.31,0.0029,35,9
20230220,강동구,0.0103,0.0297,0.29,0.0023,34,10
20230220,강북구,0.0083,0.0356,0.35,0.0023,43,10
20230220,강서구,0.0152,0.0324,0.35,0.0029,46,10
20230220,관악구,0.0164,0.0261,0.38,0.0026,34,9
20230220,광진구,0.0104,0.0315,0.25,0.003,35,9
20230220,구로구,0.0119,0.0279,0.37,0.003,42,5
20230220,금천구,0.0174,0.0301,0.38,0.0029,29,11
20230220,노원구,0.0113,0.0337,0.35,0.0028,40,12
20230220,도봉구,0.0072,0.0391,0.22,0.0024,39,8
20230220,동대문구,0.0133,0.0336,0.36,0.0032,37,9
20230220,동작구,0.0141,0.0301,0.31,0.0024,33,11
20230220,마포구,0.0186,0.0269,0.37,0.0027,30,8
20230220,서대문구,0.0225,0.0217,0.5,,38,9
20230220,서초구,0.0138,0.0306,0.34,0.0027,45,6
20230220,성동구,0.0153,0.031,0.31,0.0027,37,10
20230220,성북구,0.015,0.0315,0.31,0.0031,37,9
20230220,송파구,0.0189,0.0259,0.41,0.0023,41,10
20230220,양천구,0.016,0.0249,0.37,0.003,40,10
20230220,영등포구,0.0161,0.0293,,0.0025,33,7
20230220,용산구,0.0171,0.0311,0.42,0.0028,43,12
20230220,은평구,0.0132,0.0307,0.22,0.0024,39,11
20230220,종로구,0.0148,0.0316,0.38,0.0026,39,9
20230220,중구,,,,,,
20230220,중랑구,0.0157,0.0322,0.33,0.0025,34,9
20230220,강남대로,0.0244,0.0215,0.35,0.0024,47,8
20230220,강변북로,0.0287,0.0281,0.42,0.0028,46,10
20230220,공항대로,0.0243,0.024,0.34,0.0026,44,10
20230220,도산대로,0.0234,0.0259,0.32,0.0032,42,10
20230220,동작대로,0.0233,0.0286,0.41,0.0027,37,9
20230220,시흥대로,0.0212,0.026,0.33,0.0029,37,9
20230220,신촌로,0.029,0.0204,0.45,0.0028,44,11
20230220,영등포로,0.0221,0.0255,0.41,0.003,36,11
20230220,정릉로,0.0214,0.0254,0.43,0.003,40,10
20230220,종로,0.0139,0.0298,0.39,0.0029,35,9
20230220,천호대로,0.0244,0.0248,0.37,0.0028,41,10
20230220,청계천로,0.0188,0.0284,0.34,0.0029,39,11
20230220,한강대로,0.0186,0.0296,0.45,0.0036,50,10
20230220,홍릉로,0.0196,0.0258,0.37,0.003,35,11
20230220,화랑로,0.0277,0.0215,0.36,0.0028,39,10
20230220,관악산,0.0078,0.0388,0.16,0.0023,39,8
20230220,남산,0.013,0.0328,0.31,0.0034,38,9
20230220,북한산,0.005,0.0369,0.8,0.0029,33,8
20230220,세곡,0.0233,0.0263,0.33,0.0034,44,9
20230220,항동,0.0078,0.0337,0.24,0.0036,33,3
20230220,행주,0.0067,0.0311,0.2,0.0029,34,8
20230220,마포아트센터,0.0182,0.0317,0.44,0.0028,39,8
20230220,서울숲,0.0135,0.0312,0.39,0.0033,39,5
20230220,올림픽공원,0.0133,0.0428,0.47,0.0027,37,10
20230220,자연사박물관,0.0123,0.0304,0.53,0.003,40,6
20230221,강남구,0.0237,0.0249,0.37,0.0031,30,14
20230221,강동구,0.0195,0.021,0.34,0.0024,31,17
20230221,강북구,0.0143,0.0307,0.38,0.0027,35,17
20230221,강서구,0.021,0.027,0.41,0.0034,39,17
20230221,관악구,0.0243,0.021,0.44,0.0029,30,14
20230221,광진구,0.0091,0.0302,0.3,0.0031,26,13
20230221,구로구,0.0179,0.0219,0.41,0.0032,30,13
20230221,금천구,0.0256,0.0233,0.43,0.0032,28,18
20230221,노원구,0.0199,0.0269,0.41,0.003,33,19
20230221,도봉구,0.0137,0.0325,0.26,0.0024,26,14
20230221,동대문구,0.0223,0.0264,0.42,0.0034,30,15
20230221,동작구,0.0221,0.0234,0.37,0.0026,31,17
20230221,마포구,0.0222,0.0235,0.41,0.0029,26,14
20230221,서대문구,0.0197,0.0257,0.29,,30,13
20230221,서초구,0.0242,0.0218,0.39,0.0029,29,12
20230221,성동구,0.0243,0.0243,0.37,0.0028,31,14
20230221,성북구,0.0252,0.0237,0.39,0.0035,30,14
20230221,송파구,0.0254,0.0216,0.43,0.0026,32,16
20230221,양천구,0.0198,0.0215,0.4,0.0028,33,18
20230221,영등포구,0.0231,0.0224,,0.0028,30,14
20230221,용산구,0.0246,0.0258,0.5,0.0032,32,18
20230221,은평구,0.0168,0.0267,0.22,0.0026,28,15
20230221,종로구,0.0209,0.0263,0.44,0.0028,30,16
20230221,중구,,,,,,
20230221,중랑구,0.0234,0.0228,0.39,0.0025,29,16
20230221,강남대로,0.0311,0.0157,0.48,0.0029,37,15
20230221,강변북로,0.0476,0.012,0.33,0.0037,42,18
20230221,공항대로,0.0301,0.0188,0.41,0.0029,36,15
20230221,도산대로,0.0349,0.0194,0.39,0.0035,32,16
20230221,동작대로,0.0309,0.0201,0.49,0.0029,36,18
20230221,시흥대로,0.0313,0.0195,0.4,0.0032,33,14
20230221,신촌로,0.0345,0.0151,0.53,0.0031,37,18
20230221,영등포로,0.0294,0.0197,0.47,0.0033,31,16
20230221,정릉로,0.0304,0.0182,0.48,0.0032,34,16
20230221,종로,0.0212,0.0236,0.46,0.0031,31,14
20230221,천호대로,0.0317,0.0178,0.44,0.0029,37,17
20230221,청계천로,0.026,0.022,0.44,0.0031,34,17
20230221,한강대로,0.0227,0.024,0.5,0.0039,35,15
20230221,홍릉로,0.0289,0.0188,0.44,0.0032,29,16
20230221,화랑로,0.0327,0.0181,0.42,0.003,36,15
20230221,관악산,0.0166,0.0298,0.25,0.0026,31,16
20230221,남산,0.0186,0.0281,0.36,0.0037,25,13
20230221,북한산,0.0074,0.0349,0.56,0.0032,24,13
20230221,세곡,0.0325,0.018,0.44,0.0038,37,14
20230221,항동,0.0134,0.0248,0.3,0.0037,28,9
20230221,행주,0.0131,0.026,0.28,0.0032,29,13
20230221,마포아트센터,0.0231,0.0273,0.49,0.0031,29,13
20230221,서울숲,0.0224,0.025,0.44,0.0036,31,11
20230221,올림픽공원,0.0224,0.0321,0.51,0.0029,25,16
20230221,자연사박물관,0.0184,0.0253,0.62,0.0034,28,11
20230222,강남구,0.042,0.0157,0.52,0.0037,43,24
20230222,강동구,0.0304,0.014,0.44,0.0028,46,29
20230222,강북구,0.0339,0.0204,0.53,0.0032,46,28
20230222,강서구,0.0399,0.0191,0.61,0.0041,52,28
20230222,관악구,0.0429,0.0155,0.63,0.0037,43,25
20230222,광진구,0.0349,0.0148,0.49,0.0033,41,27
20230222,구로구,0.0334,0.0165,0.56,0.0039,45,27
20230222,금천구,0.0387,0.0174,0.54,0.0041,39,28
20230222,노원구,0.044,0.0171,0.57,0.0037,46,32
20230222,도봉구,0.0322,0.0204,0.49,0.0028,39,25
20230222,동대문구,0.036,0.0168,0.53,0.0039,39,24
20230222,동작구,0.0388,0.019,0.52,0.0034,43,29
20230222,마포구,0.0415,0.0152,0.61,0.0037,35,25
20230222,서대문구,0.0468,0.0072,1.13,,39,22
20230222,서초구,0.0448,0.0144,0.56,0.0033,48,29
20230222,성동구,0.0425,0.0152,0.54,0.0034,46,23
20230222,성북구,0.0414,0.0149,0.55,0.0038,44,26
20230222,송파구,0.0413,0.0153,0.57,0.0032,43,24
20230222,양천구,0.0373,0.0147,0.59,0.0035,44,29
20230222,영등포구,0.039,0.0177,,0.0037,39,24
20230222,용산구,0.042,0.0171,0.6,0.0037,41,27
20230222,은평구,0.0346,0.0185,0.41,0.0032,41,23
20230222,종로구,0.0384,0.0158,0.59,0.0033,39,27
20230222,중구,0.0254,0.0248,0.42,0.0028,37,28
20230222,중랑구,0.0362,0.0177,0.49,0.003,39,27
20230222,강남대로,0.0418,0.0125,0.7,0.0039,47,28
20230222,강변북로,0.0504,0.0098,0.49,0.0042,49,30
20230222,공항대로,0.044,0.0131,0.58,0.0036,43,24
20230222,도산대로,0.0536,0.0137,0.58,0.004,48,30
20230222,동작대로,0.0465,0.0153,0.67,0.0036,47,28
20230222,시흥대로,0.0493,0.0148,0.61,0.0042,47,23
20230222,신촌로,0.0488,0.0104,0.7,0.0035,45,28
20230222,영등포로,0.0478,0.013,0.65,0.0039,43,26
20230222,정릉로,0.0462,0.0102,0.63,0.0038,45,26
20230222,종로,0.0384,0.0155,0.63,0.0036,41,22
20230222,천호대로,0.0452,0.012,0.61,0.0035,47,32
20230222,청계천로,0.0402,0.0155,0.6,0.0038,42,27
20230222,한강대로,0.0415,0.0152,0.68,0.0043,49,27
20230222,홍릉로,0.0438,0.0123,0.57,0.0035,38,25
20230222,화랑로,0.046,0.0113,0.53,0.0035,45,25
20230222,관악산,0.0173,0.0379,0.28,0.0035,35,23
20230222,남산,0.0361,0.0188,0.56,0.0042,39,26
20230222,북한산,0.0272,0.024,0.41,0.0036,38,25
20230222,세곡,0.0378,0.0192,0.68,0.005,45,27
20230222,항동,0.0215,0.0217,0.44,0.0043,39,21
20230222,행주,0.0334,0.0159,0.44,0.004,39,24
20230222,마포아트센터,0.0395,0.0196,0.66,0.0035,40,24
20230222,서울숲,0.0426,0.0162,0.71,0.004,45,24
20230222,올림픽공원,0.0394,0.021,0.67,0.0033,42,30
20230222,자연사박물관,0.0375,0.0172,0.79,0.0039,39,22
20230223,강남구,0.033,0.0239,0.46,0.0033,41,23
20230223,강동구,0.0255,0.0215,0.43,0.0026,45,27
20230223,강북구,0.0227,0.0319,0.51,0.0029,44,26
20230223,강서구,0.0281,0.0286,0.46,0.0036,47,23
20230223,관악구,0.0354,0.0192,0.52,0.0032,42,22
20230223,광진구,0.0279,0.0224,0.51,0.0033,39,25
20230223,구로구,0.027,0.0201,0.46,0.0033,42,23
20230223,금천구,0.028,0.0244,0.43,0.0032,35,23
20230223,노원구,0.0307,0.0297,0.5,0.0032,44,29
20230223,도봉구,0.0207,0.0337,0.5,0.0028,42,25
20230223,동대문구,0.0241,0.0316,0.47,0.0035,40,23
20230223,동작구,0.0299,0.0255,0.43,0.0029,47,25
20230223,마포구,0.0293,0.0254,0.45,0.0032,32,21
20230223,서대문구,0.0297,0.0185,0.4,,33,20
20230223,서초구,0.0308,0.0218,0.46,0.0029,44,25
20230223,성동구,0.0334,0.0236,0.46,0.003,42,22
20230223,성북구,0.0296,0.0265,0.48,0.0035,44,24
20230223,송파구,0.0351,0.02,0.52,0.0029,42,24
20230223,양천구,0.0289,0.0208,0.47,0.0034,41,25
20230223,영등포구,0.0304,0.0246,,0.0033,36,21
20230223,용산구,0.0325,0.0248,0.56,0.0034,40,25
20230223,은평구,0.0213,0.0305,0.37,0.0027,38,24
20230223,종로구,0.0237,0.0316,0.49,0.0029,39,24
20230223,중구,0.0232,0.034,0.44,0.0031,39,30
20230223,중랑구,0.0284,0.0286,0.46,0.0028,40,26
20230223,강남대로,0.0373,0.0156,0.66,0.0035,46,27
20230223,강변북로,0.0429,0.0159,0.45,0.0039,46,30
20230223,공항대로,0.039,0.0184,0.49,0.0033,42,21
20230223,도산대로,0.0421,0.0201,0.48,0.0036,45,29
20230223,동작대로,0.0377,0.0225,0.56,0.0033,42,23
20230223,시흥대로,0.0424,0.0166,0.51,0.0036,42,20
20230223,신촌로,0.0392,0.0169,0.61,0.0032,45,28
20230223,영등포로,0.0408,0.0171,0.57,0.0034,40,24
20230223,정릉로,0.0358,0.0209,0.56,0.0035,42,23
20230223,종로,0.0241,0.0282,0.51,0.0032,38,21
20230223,천호대로,0.042,0.0176,0.56,0.0032,46,29
20230223,청계천로,0.0303,0.0262,0.49,0.0034,42,25
20230223,한강대로,0.0302,0.025,0.57,0.0039,48,26
20230223,홍릉로,0.0334,0.0221,0.53,0.0032,38,25
20230223,화랑로,0.0379,0.0193,0.48,0.0033,41,24
20230223,관악산,0.0124,0.0444,0.23,0.0026,39,21
20230223,남산,0.0234,0.031,0.51,0.0039,42,25
20230223,북한산,0.0117,0.0395,0.34,0.0033,38,23
20230223,세곡,0.0362,0.0195,0.59,0.0043,48,27
20230223,항동,0.0209,0.0182,0.42,0.0039,38,19
20230223,행주,0.0267,0.0222,0.38,0.0033,34,18
20230223,마포아트센터,0.0278,0.0305,0.57,0.0033,42,22
20230223,서울숲,0.0336,0.0237,0.72,0.0036,44,24
20230223,올림픽공원,0.033,0.0293,0.65,0.0031,43,30
20230223,자연사박물관,0.0225,0.0299,,0.0034,39,21
20230224,강남구,0.024,0.0318,0.42,0.0031,51,27
20230224,강동구,0.0203,0.0233,0.41,0.0024,51,30
20230224,강북구,0.0146,0.037,0.47,0.0026,54,31
20230224,강서구,0.0255,0.0253,0.48,0.0029,59,32
20230224,관악구,0.0242,0.0242,0.5,0.0029,53,29
20230224,광진구,0.0244,0.0234,0.65,0.0033,49,31
20230224,구로구,0.0205,0.0236,0.47,0.0029,56,31
